nombre,direccion,telefono,web,email,rating,reviews,categoria,ciudad,google_place_id
"Joaquín G Zapata García","C. Carmen, nº30, 1º-Izq, 30201 Cartagena, Murcia","+34 650 92 98 20","","","5","11","abogados","Cartagena","ChIJTRxY599DYw0R2PqOd0jLbnM"
"LOVAL Abogados","C. de Nogalte, 11, bajo, 30800 Lorca, Murcia","+34 613 54 45 25","https://www.lovalabogados.es/","","4.9","515","abogados","Lorca","ChIJx8KkIt3nZA0RlG7avmiSKkM"
"Cristina Parra Abogada","C. de Nogalte, 32, 3, 30800 Lorca, Murcia","+34 659 90 05 99","","","5","36","abogados","Lorca","ChIJ_flPHDXnZA0RNuJvdH8Kghc"
"VILLAGARAY ABOGADOS LORCA","Av. Juan Carlos I, 66, 30800 Lorca, Murcia","+34 624 00 45 60","https://www.villagarayabogados.com/","","5","27","abogados","Lorca","ChIJ0cjtkCXnZA0RaXWSqhvf7Gk"
"BaSS abogados","C. del Álamo, nº 2, 1º B, 30800 Lorca, Murcia","+34 968 47 21 27","http://www.facebook.com/bass.abogados","","4.8","21","abogados","Lorca","ChIJdS9yozfmZA0RKqpHOWpDVqs"
"NovaLey Abogados Pulgara","Calle Horno, 91, 30800 Lorca, Murcia","+34 654 76 28 35","https://novaleyabogados.es/","","5","24","abogados","Lorca","ChIJb_S1L4XnZA0RYa-wBQNBAjw"
"Visi Barnes Abogada","Los Alporchones, 6, BAJO, 30800 Lorca, Murcia","+34 722 17 82 78","","","4.9","29","abogados","Lorca","ChIJg29yQ-7nZA0RvqqNgfHk1_4"
"Guevara Abogados Murcia","Pl. de la Concordia, 30800 Lorca, Murcia","+34 630 80 50 74","https://www.guevarabogados.com/","","5","10","abogados","Lorca","ChIJh6xBVaPnZA0RNqOTeDBIqB4"
"IBARRA ASESORES Y ABOGADOS","C. Lope Gisbert, 37, 30800 Lorca, Murcia","+34 968 47 26 01","","","4.9","34","abogados","Lorca","ChIJfYFstUnmZA0RqGgf1433d_A"
"Terrer y García abogados","Av. Juan Carlos I, 38, bajo, 30800 Lorca, Murcia","+34 968 44 24 22","https://terrerygarcia.com/","","5","2","abogados","Lorca","ChIJrZMDPUrmZA0ROpNx-sCxNr4"
"Ana María Blaya Priante","C. Alfonso X el Sabio, 31, 30800 Lorca, Murcia","+34 968 47 12 15","","","4.8","6","abogados","Lorca","ChIJMcd0y0vmZA0RIJ-tR2_m5lI"
"ANA TORRENTE ABOGADOS","C. Sta. Paula, 7, 30800 Lorca, Murcia","+34 678 49 95 95","http://www.anatorrenteabogados.com/","","5","3","abogados","Lorca","ChIJGW48oEvmZA0RR37L1udjhLI"
"Abogados Asociados de la Corredera","Cuesta de San Francisco, 5, 1º, 30800 Lorca, Murcia","+34 968 40 60 60","","","4.8","6","abogados","Lorca","ChIJI-BozD_fZA0R4kpwjdLF2lE"
"NAM ABOGADOS LORCA","C. Corredera, 2, 30800 Lorca, Murcia","+34 968 49 30 28","http://www.lexnam.com/","","5","1","abogados","Lorca","ChIJNTzcDuXnZA0RRJ1J4-ZMd44"
"Elvira Segura Abogada","C. Poeta Carlos Mellado, 5, 4º B, oficina 1, 30800 Lorca, Murcia","+34 686 33 38 97","","","5","2","abogados","Lorca","ChIJR8yI4ZfnZA0RQI1_QViS3a4"
"Marta Manzanares Lidon - Procuradora","Av. Juan Carlos I, n54, 30800 Lorca, Murcia","+34 659 73 11 74","","","5","21","abogados","Lorca","ChIJdURF0D7nZA0Rvf7e2MWFakU"
"HILARIO CAMPOY MOLINA HCM ABOGADOS","C. Murillo, 9, 2ª planta, 30800 Lorca, Murcia","","","","5","1","abogados","Lorca","ChIJ7YZFMRDnZA0RIsbd2bE-t-A"
"Legal Lorca Abogados","C. Cubo, nº 16, 1ª, 30800 Lorca, Murcia","+34 968 47 93 89","http://www.legallorca.es/","","5","6","abogados","Lorca","ChIJS7Gc40nmZA0REq-O68C0WAg"
"ABOGADOS CAMPOY","C. Gral. Terrer Leones, 2, 2º, 30800 Lorca, Murcia","+34 696 55 55 34","http://www.abogadoscampoy.com/","","5","3","abogados","Lorca","ChIJAdQXXknmZA0RkK-NcJ9mQlI"
"Promolex","Av. Juan Carlos I, 55, 30800 Lorca, Murcia","+34 902 88 15 55","","","5","1","abogados","Lorca","ChIJS7Gc40nmZA0R3F7UvR8m-4I"
"Martínez Cardona, Abogados y Asesores","Pl. Don Juan Moreno, 4, 30800 Lorca, Murcia","+34 968 46 99 99","http://martinezcardona.es/","","5","8","abogados","Lorca","ChIJmbDtaUjmZA0RuJuxBbSoyAY"
"Abogada Nadia Haddioui Zine","C. Alcalde Pelegrín Rodríguez, 11, 30800 Lorca, Murcia","+34 641 72 78 23","","","5","11","abogados","Lorca","ChIJZyvlGrvnZA0RkS3b_g3XL24"
"Mecaabogados","C. Corredera, 10, 30800 Lorca, Murcia","+34 968 44 28 68","","","3.7","3","abogados","Lorca","ChIJl5fs5UvmZA0RhZRDbINSIx0"
"Muñoz & Quiñonero Abogados","C. Gral. Eytier, 4, 30800 Lorca, Murcia","+34 968 47 03 87","","","5","3","abogados","Lorca","ChIJxew7P0nmZA0RRoxH6qn1adQ"
"Arfincas Administradores Y Abogados","C. Jerónimo Sta. Fe, 96, 30800 Lorca, Murcia","","","","5","6","abogados","Lorca","ChIJdbdzALPnZA0RFeGwRMl2Slc"
"Aragón y Piccinetti Abogados","C. Pío XII, 14, 1ºB, 30800 Lorca, Murcia","+34 968 44 24 34","http://www.aragonabogados.com/","","4.3","4","abogados","Lorca","ChIJCe2qZknmZA0Rux07PD2Vr9U"
"Alberto Clemente abogado-economista","C. Obispo Alburquerque, N°2, 2°E, 30800 Lorca, Murcia","","","","5","1","abogados","Lorca","ChIJ8yhK4ebnZA0Rt_AGffdFLxA"
"BUFETE A. ARAGÓN, S.L.P.","C. Corredera, 36, 1º, 30800 Lorca, Murcia","+34 968 44 25 65","","","5","2","abogados","Lorca","ChIJV0H7RqDnZA0R6ADOMo3V5VA"
"Tafalla Abogados","C. Vicente Lunell, n1, 1C, 30800 Lorca, Murcia","+34 638 86 46 02","","","5","3","abogados","Lorca","ChIJ1UnJTaTnZA0Ra0QGIGeivrs"
"Abogados Campos Sánchez","C. Poeta Para Vico, 22, 1er piso, 30800 Lorca, Murcia","+34 968 21 47 20","","","0","0","abogados","Lorca","ChIJ_019KQDnZA0Ric3f_B7HZj8"
"Mario y Abogados Multiservicios","Centro de Negocios BS, Ctra. de Granada, 73, Oficina A6, 30800 Lorca, Murcia","+34 692 06 69 46","","","5","1","abogados","Lorca","ChIJxRBHbf7nZA0RrpZnZ24Rzfc"
"TRIUM ABOGADOS SLP","Pl. de Colón, 7, 30800 Lorca, Murcia","+34 968 47 28 18","http://www.triumabogados.es/","","2.3","3","abogados","Lorca","ChIJf3A3o0vmZA0R9TTx6p7A61U"
"Abogado de Lorca - Juan Mariano Periago Mercado","C. Juan de Toledo, 16, 1º B, 30800 Lorca, Murcia","+34 649 87 91 50","http://www.abogados-lorca.com/","","0","0","abogados","Lorca","ChIJvUn-SkjmZA0R2z_91CMU4HA"
"Liceo Legal ️","C. Cam. Viejo del Puerto, 44, 30800 Lorca, Murcia","+34 655 58 87 67","","","5","3","abogados","Lorca","ChIJc-mhK1nnZA0Rd2gd5oC_Cmo"
"M&Q ABOGADOS","C. Gral. Eytier, 4, 30800 Lorca, Murcia","+34 968 44 44 00","https://mqabogados.com/contacto/","","0","0","abogados","Lorca","ChIJAQA8OUnmZA0RGkp-4bGm-2U"
"Abogados de banca","Av. Juan Carlos I, 30800 Lorca, Murcia","+34 678 99 89 33","http://www.abogadosdebanca.es/","","5","1","abogados","Lorca","ChIJJxSmnCLnZA0RYBFiUUS_a3U"
"Fernando Bastida García","Calle Juan Carlos I, 1, 30800 Lorca, Murcia","+34 968 44 13 53","","","0","0","abogados","Lorca","ChIJD3jWCEvmZA0RImRC3Pw19xo"
"Ático Jurídico 26","C. Selgas, 26, Ático A, 30800 Lorca, Murcia","+34 680 44 17 19","http://www.aticojuridico26.com/","","0","0","abogados","Lorca","ChIJ6_c7-lLnZA0RS6OiY1ay9KA"
"JJ LEX CONSULTORÍA & ABOGADOS","C. Alcalde Pelegrín Rodríguez, 11, BAJO, 30800 Lorca, Murcia","+34 868 71 04 48","https://jjlexabogados.es/","","5","3","abogados","Lorca","ChIJ_WdT84XnZA0Rv2e3V9Z5G50"
"ABOGADOS LORCA | ASESORES LORCA","C. Herrería, 2, 30800 Lorca, Murcia","+34 868 92 92 40","","","0","0","abogados","Lorca","ChIJwQa4JDbmZA0RV-EWF9e-TIs"
"AG Abogados","C. Obispo Alburquerque, 1, 30800 Lorca, Murcia","+34 968 47 23 77","","","0","0","abogados","Lorca","ChIJkeR2PrnnZA0Ro06pn8QhnKk"
"GARCIA CLEMENTE ASESORAMIENTO Y GESTIONES S.L","Av. Juan Carlos I, 58, 30800 Lorca, Murcia","+34 968 47 72 58","http://www.garciaclemente.eu/","","4.3","51","abogados","Lorca","ChIJM9jx_DXmZA0R7FL23TnGvJc"
"Lourdes Jodar Abogados","C. Musso Valiente, 4, 2ºC, 30800 Lorca, Murcia","+34 663 82 29 46","http://lourdesjodar.com/","","0","0","abogados","Lorca","ChIJgYi8LUatSEURCIgcHvjKT8w"
"María Nieves Cuartero Alonso Procurador de los Tribunales (Procuraduría)","Av. Juan Carlos I, Nº85, 7B, 30800 Lorca, Murcia","+34 669 87 93 79","","","5","5","abogados","Lorca","ChIJa8vgutbnZA0RGUY_PXXJf0M"
"BJA Abogados","C. Pérez Casas, 10, 30800 Lorca, Murcia","+34 968 47 74 00","","","1","2","abogados","Lorca","ChIJD1f1OjXnZA0RAY8t32jMp_U"
"Miguel López Navares y Luis García Albarracín Cdad","C. Corredera, 2, 30800 Lorca, Murcia","+34 968 44 19 13","","","1","1","abogados","Lorca","ChIJj0XW80vmZA0R0YuN9zHMmuo"
"López Correas","C. Poeta Carlos Mellado, 5, 30800 Lorca, Murcia","","http://www.lopezycorreas.com/contacto.html","","0","0","abogados","Lorca","ChIJtdT0tEvmZA0R5mQRNxr5XcU"
"ABOGADOS ESPINOSA","Pl. de la Concordia, 11, 1º B, 30800 Lorca, Murcia","+34 667 75 07 76","","","0","0","abogados","Lorca","ChIJK3FjaYTnZA0RNEW0gQqB4Wg"
"Abogado - Mariano Terrer Artés","Av. Juan Carlos I, 38, 30800 Lorca, Murcia","+34 968 44 24 22","","","0","0","abogados","Lorca","ChIJL7cbPUrmZA0RMbbI8R0ZuN0"
"Ilustre Colegio de Abogados de Lorca","Pl. del Caño, 3, 30800 Lorca, Murcia","+34 968 46 04 04","http://www.icalorca.es/","","4.3","25","abogados","Lorca","ChIJey6jLknmZA0Rs5oZFkYHBLo"
"Antonio José Martínez de Miguel Pernias","Av. Juan Carlos I, 25, 30800 Lorca, Murcia","+34 968 47 74 64","","","0","0","abogados","Lorca","ChIJVU_qOUrmZA0ROplTLlo--rI"
"Abogados Molina de Segura","C. San Rafael, número 2, 5º B, 30500 Molina de Segura, Murcia","+34 646 51 61 49","https://abogadosmolinadesegura.es/","","5","12","abogados","Molina de Segura","ChIJHXA6x7KHYw0R_s3ED6dOdl0"
"Alfonso Torrano Abogados","Plaza de la Cerámica, 6, 2ºE, 30500 Molina de Segura, Murcia","+34 968 64 28 76","http://www.abogadomolinadesegura.com/","","4.8","93","abogados","Molina de Segura","ChIJsXCldqt4ZA0RRBBnOPcItww"
"María García Delgado. Abogados","P.º Rosales, 48,1, B, 30500 Molina de Segura, Murcia","+34 609 36 40 12","","","5","52","abogados","Molina de Segura","ChIJZVahulV_ZA0R84Zcst1CvyI"
"Murcia Segunda Oportunidad","C. San Juan, 56, Bajo, 30500 Molina de Segura, Murcia","+34 722 75 90 77","http://www.murciasegundaoportunidad.es/","","5","184","abogados","Molina de Segura","ChIJk0dZrRKBYw0RBmvGPFqaxps"
"Pedro Miralles García","C. San Juan, 56, 30500 Molina de Segura, Murcia","+34 968 64 14 15","https://murciasegundaoportunidad.es/quienes-somos/","","4.7","15","abogados","Molina de Segura","ChIJZUrC0KqAYw0Rr4guBfpaRYg"
"Sinergia Abogados","Av. Gutiérrez Mellado, 31, 30500 Molina de Segura, Murcia","+34 868 97 01 00","http://www.sinergiaabogados.com/","","4.9","93","abogados","Molina de Segura","ChIJj0dHGFSHYw0R9agLErTXpso"
"José Gabriel Gil Abogados","Av. de la Noria, 30500 Molina de Segura, Murcia","+34 687 98 77 36","https://josegabrielgilabogados.com/","","5","27","abogados","Molina de Segura","ChIJsUxscsh_ZA0RhJXIWOWygAU"
"Abogados Rosa Ros","C. García Lorca, 19, 30500 Molina de Segura, Murcia","+34 625 19 37 18","http://rosarosabogados.com/","","4.5","44","abogados","Molina de Segura","ChIJJSvS9at4ZA0RL9OwBmv4_gg"
"LT Abogados. Natividad López Tortosa","Plaza Cerámica, 6, 3º C, 30500 Molina de Segura, Murcia","+34 654 30 80 81","","","5","13","abogados","Molina de Segura","ChIJE_iuE1F5ZA0RAf-X83PODuQ"
"Abogado Legalytrans","LA SERRETA, C. Buenos Aires, 56, 3C, P.I, 30500 Molina de Segura, Murcia","+34 619 11 00 64","https://www.legalytrans.com/","","4.9","14","abogados","Molina de Segura","ChIJX0ZjOU105ysRW0u63xMA4tc"
"Jose Antonio Hernández Gomariz","C. Asociación, 12, Entresuelo, 30500 Molina de Segura, Murcia","+34 968 64 58 00","","","5","21","abogados","Molina de Segura","ChIJBQIGd6t4ZA0R0a2fZmPRFZM"
"Díaz Litrán Abogados.","C. Buenos Aires, 54, Bloque 2, 3F, 30500 Molina de Segura, Murcia","+34 678 68 21 63","https://www.diazlitranabogados.es/","","5","3","abogados","Molina de Segura","ChIJy_GlQOt_ZA0RQBKxir48hPc"
"Hidalgo & de Miguel Abogados","C/ Viena, Nº 2, Edificio Sol, Entresuelo Urb. Rincón Molineta,, 30500 Molina de Segura, Murcia","+34 968 93 93 94","http://www.hidalgoydemiguelabogados.com/","","5","3","abogados","Molina de Segura","ChIJ3UHf8g-HYw0RfaRHHKQFRCM"
"Abogada - María Teresa Sánchez Rodríguez","Av. del Parque, 6, 1G, 30500 Molina de Segura, Murcia","+34 968 64 24 45","","","5","1","abogados","Molina de Segura","ChIJEXxVKJR_ZA0RFHN20pmS5n8"
"Jesús Zambudio Ortiz","C. Asunción, 63, 30500 Molina de Segura, Murcia","+34 968 64 27 31","","","4.5","2","abogados","Molina de Segura","ChIJhUWbl6qAYw0RXusvM-PDAV4"
"JP Abogados","Av. del Chorrico, 22, 30500 Molina de Segura, Murcia","+34 628 34 79 66","","","5","4","abogados","Molina de Segura","ChIJG0KPzJOHYw0RBTe4_id2Xho"
"Open Abogados","Edificio Open, Plaza Cerámica, Nº 6, 4ºA, 30500 Molina de Segura, Murcia","+34 968 93 94 03","https://www.openabogados.com/","","4.5","4","abogados","Molina de Segura","ChIJ89vnEqt4ZA0RFFzFF7X-jj8"
"Alonso Abogados","C. Angelo, 9, 30500 Molina de Segura, Murcia","+34 968 64 10 98","http://www.alonsoabogados.es/","","4.6","9","abogados","Molina de Segura","ChIJv-6PdKt4ZA0RhftD7-DbfJw"
"Lexoss Abogados","Calle Diario la Verdad, 6, 30500 Molina de Segura, Murcia","+34 601 09 69 96","http://lexoss.es/","","5","6","abogados","Molina de Segura","ChIJaRm6KwB_ZA0R3YuOcNRP9LQ"
"Casado Conde Abogados","Pje. Latino, 3, 3B, 30500 Molina de Segura, Murcia","+34 968 64 12 35","","","5","3","abogados","Molina de Segura","ChIJ5b-OFlV_ZA0RmbaNpEgjUFA"
"Easyoffer","Calle de Castelló, 8, 2ºB, Salamanca, 28001 Madrid","+34 900 902 924","http://www.easyoffer.es/","","4","96","abogados","Madrid","ChIJEc_CuKIoQg0RWoNrHXp8NBw"
"LSG Abogados","Pl. Región Murciana, 4, 1º A, 30500 Molina de Segura, Murcia","+34 868 91 39 44","http://www.lsgabogados.com/","","4","4","abogados","Molina de Segura","ChIJYV9eMbCBYw0RxzZ0RiEv-sw"
"Pedro Mateos. Abogado","C. Sierra Espuña, 6, 30500 Molina de Segura, Murcia","+34 650 93 91 70","","","0","0","abogados","Molina de Segura","ChIJr8LQWFV_ZA0RC_RmeTcdWVU"
"Robles Rubio Aguas","C. Buenos Aires, 54, 30500 Molina de Segura, Murcia","+34 968 43 55 24","http://www.roblesrubioaguas.es/","","5","2","abogados","Molina de Segura","ChIJ71Nlret4ZA0R7wpCH5kg5Cs"
"Cantero Campillo Abogados","Plaza de la Cerámica, 6, 1A, 30500 Molina de Segura, Murcia","+34 968 93 50 56","https://cantero-campillo.com/","","0","0","abogados","Molina de Segura","ChIJdfjNh295ZA0RhQi9y3YBZAg"
"M&S Abogados","C. Castillo de Aledo, 70, 30506 Molina de Segura, Murcia","+34 868 92 49 18","https://www.mys-abogados.com/","","0","0","abogados","Molina de Segura","ChIJw_p12AuHYw0RZs1TloHAhxY"
"Abellán y Peñaranda abogados","P.º Rosales, 13, 30500 Molina de Segura, Murcia","+34 968 64 36 46","","","4.3","11","abogados","Molina de Segura","ChIJMa92AVZ_ZA0RhP0LDTN6RKk"
"Despacho Jurídico Lozano&abogados","Calle Profesor Joaquín Abellán, 39, Entlo 4, 30500 Molina de Segura, Murcia","+34 968 61 68 03","","","0","0","abogados","Molina de Segura","ChIJFcJkd6qAYw0RYFrJMQpTYxw"
"Javier García Colás - M.ª de la Hoz Vallejo Checa - Ignacio Sandamil García","P.º los Adarves, 12, 1;C, 19300 Molina de Aragón, Guadalajara","+34 949 83 23 21","","","4.2","5","abogados","Molina de Aragón","ChIJ7QziKZX2XA0R8puMJ75crJs"
"MCT Abogados","","+34 868 17 18 17","http://www.abogadolaboralmurcia.com/","","4","3","abogados","Molina de Segura","ChIJD6HZc6t4ZA0RH-W8djfQmh8"
"Daniel López Esteban y Asociados","Plaza de la Cerámica, 6, 30500 Molina de Segura, Murcia","+34 968 61 55 35","http://dleabogados.com/","","1.4","9","abogados","Molina de Segura","ChIJD6HZc6t4ZA0Ra5JnGPf1A3c"
"Villegas y López Abogados","C. Ricote, 19, 30500 Molina de Segura, Murcia","+34 968 89 90 91","","","0","0","abogados","Molina de Segura","ChIJJWjslsOAYw0R-H432PBW_PE"
"Absa, Abogados y Mediadores","","+34 618 63 46 04","","","0","0","abogados","Molina de Segura","ChIJewZpylyHYw0RM2Mnm-jlI1o"
"Abogados Arenas","Calle Diario la Verdad, 2, 1º A, 30500 Molina de Segura, Murcia","+34 968 71 39 79","","","0","0","abogados","Molina de Segura","ChIJCfrqFVR_ZA0RDW0VJc-JinA"
"Hernandez Riquelme Abogados","Calle Dr. Jesús Marín López, S/N, Oficina 3 - Entresuelo, 30500 Molina de Segura, Murcia","+34 699 17 53 02","https://hernandezriquelme.com/","","0","0","abogados","Molina de Segura","ChIJaz179eOHYw0RV2m4qvufp6U"
"Antonio Abellán Matas","C. Mayor, 22, 30500 Molina de Segura, Murcia","+34 968 64 36 82","","","5","1","abogados","Molina de Segura","ChIJzfyRDKqAYw0RdEA56GQ9hTA"
"Abogados del Transporte","Calle Prof. Joaquín Abellán, 39. Entresuelo, 4, 30500 Molina de Segura, Murcia","+34 968 61 68 03","http://abogadosdeltransporte.es/","","0","0","abogados","Molina de Segura","ChIJSWhJ2lV_ZA0Ra7b3pp7EGqc"
"Juan Serafín Noriega Zapata","C. Asunción, 78, 30500 Molina de Segura, Murcia","+34 968 61 50 50","","","3","2","abogados","Molina de Segura","ChIJrw7rl6qAYw0RIEK0RbIqWs0"
"Torres Abogados","Avenida del Golf nº5. Edificio Bulevar 3ºF, 30506 Altorreal Molina de Segura","+34 645 95 95 50","http://www.torresabogados.es/","","2.5","2","abogados","Altorreal Molina de Segura","ChIJgyGLx9yGYw0RPnBpZRpyMxQ"
"Carmen Guasp Procuradores Murcia","C. Miragolf, 19, 30506 Molina de Segura, Murcia","+34 609 65 70 64","https://procuradoraguasp.com/%3Futm_source%3Dgoogle%26utm_medium%3Dmaps%26utm_campaign%3DMy%2520Business","","5","16","abogados","Molina de Segura","ChIJn_LR1RqCYw0RSvnZCPLi344"
"ABECA Abogados y Economistas","Calle Velázquez, 105, 2ª Planta, Salamanca, 28006 Madrid","+34 917 37 40 55","https://www.abecaservices.com/","","5","1","abogados","Madrid","ChIJT7IaDTIpQg0RVdx_ScBZLFg"
"BEATRIZ CASCALES HERNANDEZ ABOGADA","C. Viena, 2, Entresuelo, 30500 Molina de Segura, Murcia","+34 618 95 12 21","https://beatrizcascalesabogada.es/","","0","0","abogados","Molina de Segura","ChIJseKLX8KBYw0RzrzRJn5w9Ug"
"Carmen Ortuño Muñoz","Calle Prof. Joaquín Abellán, 39, 30500 Molina de Segura, Murcia","+34 968 64 03 07","","","5","2","abogados","Molina de Segura","ChIJr9nFz1V_ZA0RlRsJeCPGYRg"
"Conesa Procuradores","C. el Salvador, 38, 30500 Molina de Segura, Murcia","+34 968 61 22 65","http://procuradormolina.com/","","5","22","abogados","Molina de Segura","ChIJG7l0l6x4ZA0RgNAfqYs_HZ4"
"Jose Rios Bravo","Av. de Madrid, 74, 30500 Molina de Segura, Murcia","+34 968 61 62 32","","","0","0","abogados","Molina de Segura","ChIJB_G0fat4ZA0RqCgj2vu9JIM"
"Margal asesores jurídicos y legales","C. Viriato, 19, 30500 Molina de Segura, Murcia","+34 650 94 90 60","http://abogadosmurcia.eu/contacto/","","0","0","abogados","Molina de Segura","ChIJxwaVcKmAYw0R8WEQl-B_VOc"
"Bermejo Fernandez","Av. de Madrid, 3, entlo pta 0, 30500 Molina de Segura, Murcia","+34 627 96 28 65","","","0","0","abogados","Molina de Segura","ChIJ40UNFVV_ZA0RNHJ0OchMSQA"
"Alfonso Martinez Abogados","Cl. Mayor, 102, Primero entresuelo, 30820 Alcantarilla, Murcia","+34 601 00 59 43","https://www.alfonsomartinezabogados.com/","","5","78","abogados","Alcantarilla","ChIJYVcWqQ-BZA0ROZS92yvpsN4"
"Meoro AvilesAbogados","enfrente de Banco Santander, Cl. Mayor, 113, 30820 Alcantarilla, Murcia","+34 868 97 24 97","http://www.meoroabogados.com/","","4.7","32","abogados","Alcantarilla","ChIJeVxjKASAZA0RreZJO2CmArw"
"Vigueras y Carrillo Abogados","Calle profesor Pedro Cascales, 1, Entlo 1, 30820 Alcantarilla, Murcia","+34 968 97 97 02","https://viguerasycarrillo.com/%3Futm_source%3DGMB%26utm_medium%3DBoton_Ficha_GMB%26utm_campaign%3Dgooglemybusiness","","4.7","55","abogados","Alcantarilla","ChIJKcGRZQGAZA0RQFFY72puY6c"
"Montalvo Lucas Abogados","C. de la Cruz, 39, Bajo, 30820 Alcantarilla, Murcia","+34 680 79 49 19","https://montalvolucasabogados.es/","","5","14","abogados","Alcantarilla","ChIJ25bvYeWBZA0RhN1UgbaStO8"
"Hernandez Y Esturillo","Av. Reyes Católicos, 30, Bajo, 30820 Alcantarilla, Murcia","+34 968 89 43 45","http://www.hernandezyesturillo.com/","","3.8","107","abogados","Alcantarilla","ChIJre4l1ACAZA0RBoewgCUmfnU"
"PJ Abogados","Cl. Mayor, 158, 30820 Alcantarilla, Murcia","+34 968 93 86 93","http://www.pjabogados.net/contacto.asp","","4","1","abogados","Alcantarilla","ChIJwy_2NQGAZA0R-55watdwa4Q"
"Pérez Y Alamo Abogados S L","C. Moreno, 1, 30820 Alcantarilla, Murcia","+34 968 93 61 01","","","2.8","17","abogados","Alcantarilla","ChIJu_IjlP9_Yw0RLCqheevReUc"
"Barranco Rodríguez Abogados","C. Término, 1, 30820 Alcantarilla, Murcia","+34 625 07 00 12","","","5","1","abogados","Alcantarilla","ChIJOa8J-f9_ZA0RnNiplye8amo"
"A.A. Abogados Marqués Pacheco","Cl. Mayor, 44, 30820 Alcantarilla, Murcia","+34 968 89 47 67","","","3","4","abogados","Alcantarilla","ChIJA04ihP9_Yw0RDyAoz9K4r3Y"
"Martínez Abarca abogados Alcantarilla","Cl. Mayor, 3 de, 30820 Alcantarilla, Murcia","+34 639 72 26 71","","","3.7","3","abogados","Alcantarilla","ChIJbc5_qryBYw0RAt3iLsd5cMo"
"ZAPATA ABOGADOS","Pl. Escultor Jose Planes, 3, 30820 Alcantarilla, Murcia","+34 968 39 24 64","","","3.8","12","abogados","Alcantarilla","ChIJEb9q5Cd_Yw0RrKsAwwi9yb0"
"Pedro Avilés Abogados","Plaza de la Constitución nº2, 6ºB, 30820 Alcantarilla, Murcia","+34 968 89 22 22","http://avilesabogados.com/","","3.8","4","abogados","Alcantarilla","ChIJfWenedGBZA0R5_OWUWRf6N4"
"Estudio Profesional S L","C. los Carros, 61, 30820 Alcantarilla, Murcia","+34 968 80 31 58","http://estudioprofesional.com/","","4.7","30","abogados","Alcantarilla","ChIJzTLNtgGAZA0RU-fvzUppZVo"
"Martínez y Lisón ABOGADOS","Pl. Bohemia, 7, 3º A, 30820 Alcantarilla, Murcia","+34 622 23 64 31","","","3","2","abogados","Alcantarilla","ChIJveGgQeqBZA0Rhlk23K19l9c"
"Trihe Abogadas","Cl. Mayor, 99-1º, 30820 Alcantarilla, Murcia","+34 968 93 84 83","http://www.trihe.es/","","5","3","abogados","Alcantarilla","ChIJp-5wNgCAZA0RqACr8YyQ9po"
"ABOGADO RECLAMACIONES CARTEL DE VEHICULOS","Travesía Ejército del Aire, C. Cristo de la Buena Muerte, 16, 30820 Alcantarilla, Murcia","+34 968 89 55 57","http://sanchez-moya-abogados.webnode.es/","","5","1","abogados","Alcantarilla","ChIJbRkkxASAZA0RbuyoNCort_o"
"Asesoría Santarén","C. de San Ignacio de Loyola, 4, BAJO, 30820 Alcantarilla, Murcia","+34 968 89 90 91","http://www.santaren.es/","","4.8","60","abogados","Alcantarilla","ChIJmRjYAQiAZA0RlHAzjijgnM4"
"José Manuel García Vaso Sánchez","C. San Sebastián, 27, 30579 Alcantarilla, Murcia","+34 968 76 00 26","","","3","2","abogados","Alcantarilla","ChIJ1_HLBv9_Yw0RqBUIv216lI8"
