Nombre,Email,Teléfono,Web,Dirección,Categoría,Ubicación,Rating,Reviews
"Quiromasaje Murcia - Masajes en Murcia","sonia@quiromasajemurcia.com","+34 638 28 59 65","https://quiromasajemurcia.com/","C. D Ua II Pp Cab Torres, 30110 Murcia, España","masajes","Murcia",4.6,11
"Clínica Novovisión Murcia","info@clinicasnovovision.com","+34 968 20 08 88","https://www.clinicasnovovision.com/","Av. de la Libertad, 4, 30008 Murcia, España","clínicas","Murcia",4.8,349
"Clínica Clemente | Dermatología, Láser y Medicina estética","info@clinicaclemente.es","+34 968 20 00 23","https://www.clinicaclemente.es/","Av. Europa, 23-25, bajo, 30007 Murcia, España","clínicas","Murcia",4.8,519
"Clínica Lorents","","+34 682 93 89 11","https://www.clinicalorents.es/","Av. Francisco Jiménez Ruiz, 9, 30007 El Puntal, Murcia, España","clínicas","Murcia",5,77
"Clínica Belsia","","","","C. Teniente Gral. Gutierrez Mellado, 9, Centro Comercial Centrofama 1º Planta, 30008 Murcia, España","clínicas","Murcia",5,13
"MIMÚ nails beauty Centro de estética","","+34 658 86 03 70","https://www.instagram.com/mimunailsbeauty","C. Oliver, 2, Bajo 3, 30001 Murcia, España","uñas","Murcia",4.9,476
"Clínica Dorsia Cirugía y Medicina Estética","","+34 968 23 26 90","https://www.dorsia.es/clinicas-dorsia/murcia-constitucion/?utm_campaign=noviembre24&utm_content=sitio-web-gmb&utm_medium=gmb&utm_source=fichadegoogle","Av. de la Constitución, 8, 30008 Murcia, España","clínicas","Murcia",4.6,424
"Soraya S'Nails","","+34 623 33 81 96","http://sorayasnails.com/","C. Almirez, 3, 30010 San Benito - Patiño, Murcia, España","uñas","Murcia",5,247
"Nails Murcia","","+34 666 93 42 88","https://m.facebook.com/crystalnails.valera?ref=bookmarks","Calle Puerta Nueva, Número 25, Bajo, 30001 Murcia, España","uñas","Murcia",3.7,161
"Nails Center Murcia","","+34 968 00 50 50","http://www.nailscenter.es/","C. Junterones, 8, 30008 Murcia, España","uñas","Murcia",4.2,231
"Rose centro de uñas","","+34 612 42 47 28","","C. las Norias, 6, 30009 Murcia, España","uñas","Murcia",5,24
"Lin Nails Murcia","jueyuanlin84@gmail.com","+34 688 16 17 86","https://booksy.com/es-es/155157_lin-nails_salon-de-unas_81274_la-albatalia#ba_s=sh_1","C. San Antón, 28, 30009 Murcia, España","uñas","Murcia",4.9,35
"Mariela Nails Beauty- Salon de Uñas | Manicura, Pedicura y Uñas Acrílicas Murcia","","+34 633 20 47 42","","C. Jara Carrillo, 07, Bajo, Bajo, 30004 Murcia, España","uñas","Murcia",4.7,15
"Anabell","","+34 603 83 18 71","","C. Mozart, 2, Bajo, 30002 Murcia, España","uñas","Murcia",4.5,131
"Artemédica","dpo@artemedica.es","+34 968 20 12 22","http://artemedica.es/","P.º Fernández Caballero, 3, 30007 Santiago y Zaraíche, Murcia, España","clínicas","Murcia",4.9,603
"Venatu beauty | Manicura, Pedicura profunda estetica, Uñas problemáticas Murcia","","+34 645 56 96 62","https://instagram.com/venatu.beauty?igshid=ZWQyN2ExYTkwZQ==","C. Sta. Teresa, 19, 30005 Murcia, España","uñas","Murcia",4.9,70
"Fisioterapia Osteopatía Pilates Peñarrubia ✅","","+34 968 96 71 63","https://www.fisioterapeutasmurcia.com/","Av. Don Juan de Borbon, 36, 30007 Santiago y Zaraíche, Murcia, España","fisioterapeutas","Murcia",5,834
"Anna Nails Centro Estética - Murcia","info@nails.com","+34 685 10 51 88","https://beauty.es.wwwcafe.de/anna-nails-centro-estetica-murcia/","Esquina Av.de, C. del Mediterráneo, 1, Ronda Norte, 4, 30009 Murcia, España","uñas","Murcia",4.6,119
"Bardot","","+34 605 85 86 36","","C. Manfredi, 8, 30001 Murcia, España","uñas","Murcia",4.7,123
"Fisioterapia Osteopatía Pilates Peñarrubia San Antón ✅","","+34 868 96 68 36","https://www.fisioterapeutasmurcia.com/clinica_fisioterapia.asp","Las, C. las Norias, 1, 30009 Murcia, España","fisioterapeutas","Murcia",5,646
"Clínica de Fisioterapia El Carmen","info@fisioterapiaelcarmen.com","+34 603 05 81 01","https://fisioterapiaelcarmen.com/","C. del Rosal, 5, 30002 Murcia, España","fisioterapeutas","Murcia",4.8,339
"Fisioterapia Thorax Murcia","","+34 623 02 93 18","https://www.fisioterapiathorax.com/","C. Almte. Malaspina, 1, 30007 Murcia, España","fisioterapeutas","Murcia",4.9,809
"Fisioterapia Osteopatía y Pilates Murcia | DENUEVO Siéntete bien","info@denuevo.com.es","+34 690 15 65 87","https://denuevo.com.es/","Calle Miguel de Unamuno, 4, Calle Ortega y Gasset, 1, 30009 Murcia, España","fisioterapeutas","Murcia",4.9,293
"FISIOTERAPIA MESEGUER","contacto@fisioterapiameseguer.com","+34 968 90 92 12","http://www.fisioterapiameseguer.com/","C. Periodista Antonio Herrero, nº3, bajo, 30007 Murcia, España","fisioterapeutas","Murcia",5,46
"New Nails Professional","info@newnails.shop","+34 622 75 99 76","https://newnails.shop/","Av. Primero de Mayo, 1, 30006 Murcia, España","uñas","Murcia",4.9,123
"Elydy Nails Academy","","+34 661 08 02 24","","Av. del Progreso, 30, BAJO, 30012 San Benito - Progreso, Murcia, España","uñas","Murcia",4.5,53
"LA BASE NAILS AND BEAUTY","","+34 644 77 06 96","","C. Platería, 7, 30004 Murcia, España","uñas","Murcia",5,46
"Daniel nails","","+34 691 92 67 86","","DANIEL NAILS, 5, 30001 Murcia, España","uñas","Murcia",4.2,131
"Centro Avance Fisioterapia y Pilates Reformer","info@centroavance.es","+34 968 23 99 00","https://www.centroavance.es/","C. Parroco Jose Maria Belando, 5, 30007 Santiago y Zaraíche, Murcia, España","fisioterapeutas","Murcia",4.9,99
"Uñas 10","","+34 968 96 41 99","https://es-es.facebook.com/nailsdiez/","C. Sánchez Madrigal, 11, 30004 Murcia, España","uñas","Murcia",4.4,52
"Jenni Studio Nails","","+34 634 43 76 10","","Av. Don Juan de Borbon, 2, 30007 Murcia, España","uñas","Murcia",4.9,88
"AC Fisioterapia y Osteopatia Murcia","info@acfisioterapiamurcia.com","+34 653 18 54 26","http://acfisioterapiamurcia.com/","Calle Ortega y Gasset, 8, 30009 Murcia, España","fisioterapeutas","Murcia",5,109
"MiFisio Clínica de Fisioterapia Murcia | Azahara Inés Castaño Ibáñez | Ramón Manzano Mirón","","+34 868 05 86 24","","C. Parroco Jose Maria Belando, 16, 30007 Santiago y Zaraíche, Murcia, España","fisioterapeutas","Murcia",5,250
"Fisioterapia y Osteopatía Casado Meseguer","","+34 659 78 07 04","http://www.casadomeseguer.es/","C. de la Gloria, 14, 30003 Murcia, España","fisioterapeutas","Murcia",4.6,69
"Ángeles Nails Studio","","+34 613 30 29 14","https://angeles-nails-studio.easyweek.es/?ref=google_maps","Pl. de Santo Domingo, 05, 30008 Murcia, España","uñas","Murcia",5,11
"Fisioterapia Osteopatía y Pilates Murcia Infante | DENUEVO Siéntete bien","info@denuevo.com.es","+34 604 89 60 84","https://www.denuevo.com.es/","Av. Infante Juan Manuel, 2, 30011 Murcia, España","fisioterapeutas","Murcia",5,102
"Fisioterapia Marta Ramírez","info@fisioterapiamartaramirez.com","+34 611 67 80 11","https://fisioterapiamartaramirez.com/","C. San Rafael, 2, escalera 3, 4ºG, 30007 Santiago y Zaraíche, Murcia, España","fisioterapeutas","Murcia",5,195
"David López Fisioterapia","davidfisioterapia@gmail.com","+34 616 41 97 61","https://www.davidlopezfisioterapia.com/","Pl. Artesanos del Belen, 2, 30006 Puente Tocinos, Murcia, España","fisioterapeutas","Murcia",4.9,221
"Mr.Nail Premium","","+34 637 68 21 89","https://www.facebook.com/Mrnail2/","Calle, Rda. de Levante, n6, 30008 Murcia, España","uñas","Murcia",4,93
"Helen Nails","","+34 651 79 58 70","","C/ Puerta Nueva, 27, 30001 Murcia, España","uñas","Murcia",4.6,53
"Dynamics | Clínica de fisioterapia en Murcia","dynamics.salud@gmail.com","+34 722 41 20 28","https://dynamicsalud.es/","Pl. Triangular, 2, 30009 Murcia, España","fisioterapeutas","Murcia",5,384
"Clínica de Fisioterapia y Osteopatía SAGA","","+34 640 87 53 27","https://www.clinicafisiosaga.com/","La Flota, Calle Ing. Bryant, 24, bajo i, 30007 Murcia, España","fisioterapeutas","Murcia",5,117
"PLENO. Salud en Movimiento","peacefulqode@gmail.com","+34 688 70 16 65","https://www.plenosaludenmovimiento.es/#home","C. Navegante Juan Fernández, 14, 30007 Murcia, España","fisioterapeutas","Murcia",5,187
"SyG FISIOTERAPIA Y OSTEOPATÍA","","+34 613 54 56 13","http://www.sygfisioterapia.es/","C. La Flota, 1, Bajo, 30008 Murcia, España","fisioterapeutas","Murcia",5,112
"Láserum Murcia Centro | Depilación Láser Diodo","","+34 656 99 45 13","https://laserum.com/centros-depilacion-laser/murcia/centro/?utm_source=gbp&utm_medium=organic&utm_term=murcia-centro","Pl. de la Fuensanta, 3, Entresuelo B, 30008 Murcia, España","depilación láser","Murcia",4.9,2083
"Clínica fisioterapia Fisio Sport Murcia","info@fisiosportmurcia.es","+34 608 22 23 57","https://www.fisiosportmurcia.es/","Av. Don Juan de Borbon, 35, 30007 Murcia, España","fisioterapeutas","Murcia",4.8,142
"Laser King Center | Depilación Láser Murcia","HOLA@LASERKINGCENTER.COM","+34 623 40 38 86","https://laserkingcenter.com/","C. Pintor Almela Costa, 5, 30011 Murcia, España","depilación láser","Murcia",4.8,173
"Depileo Depilación Láser Murcia","depileodepilacionlaser@gmail.com","+34 630 56 02 16","https://depileo.es/depilacion-laser-en-murcia/","C. Teniente Gral. Gutierrez Mellado, 9, 30008 Murcia, España","depilación láser","Murcia",4.9,189
"Elha Laser Center Murcia Isaac Albéniz","info@elhadepilacionlaser.com","+34 872 55 06 20","https://www.elhadepilacionlaser.com/","C. Isaac Albéniz, 16, 30009 Murcia, España","depilación láser","Murcia",4.9,608
"Láserum Murcia - El Carmen | Depilación Láser Diodo","","+34 611 50 16 88","https://laserum.com/centros-depilacion-laser/murcia/el-carmen/?utm_source=gbp&utm_medium=organic&utm_term=murcia-el-carmen","C. Torre de Romo, 11, 30002 Murcia, España","depilación láser","Murcia",4.9,594
"Delas Murcia Traperia","","+34 637 25 72 25","","C. Trapería, 36, 30001 Murcia, España","depilación láser","Murcia",4.9,163
"Centro Depilación Láser SHR | Reme Aguilar | Murcia Centro","info@centroremeaguilar.com","+34 656 69 77 20","https://centroremeaguilar.com/","Av. de la Libertad, 3, b, 30009 Murcia, España","depilación láser","Murcia",4.8,216
"Medicalaser","info@medicalaser.es","+34 968 27 00 21","http://www.medicalaser.es/","En clínica de fisioterapia Aquamed, C. Vista Alegre, 23, 30007 Murcia, España","depilación láser","Murcia",4.7,35
"SinVello! Murcia | Depilación Láser Diodo","","+34 868 71 07 79","https://sinvelloporlaser.es/depilacion-laser-en-murcia/murcia/","&, Pl. José Esteve Mora, C. Jabonerías, Murcia, España","depilación láser","Murcia",4.9,281
"Clínica FisioActif Murcia","","+34 621 19 33 17","https://www.clinicafisioactif.com/","C. Don Alfonso Palazón Clemares, 10, bajo, 30009 Murcia, España","fisioterapeutas","Murcia",5,78
"Söma Salud y Bienestar","info@somasaludybienestar.es","+34 633 20 62 07","http://www.somasaludybienestar.es/","Calle Dr. Alonso de Espejo, 10, 30007 Murcia, España","fisioterapeutas","Murcia",4.9,190
"LASERPLUS MURCIA","info@laserplusmurcia.com","+34 692 19 56 44","https://www.laserplusmurcia.com/","Av. Marqués de Los Vélez, 30008 Murcia, España","depilación láser","Murcia",5,89
"Psiqué","","+34 601 05 06 68","https://www.psique.net/","P.º Científico Gabriel Císcar, 20, Bajo 3, 30007 Murcia, España","psicólogos","Murcia",4.9,147
"Centro de Psicología Pepa Fernández","info@pepafernandezpsicologa.es","+34 661 58 67 21","https://pepafernandezpsicologa.es/","Av. Príncipe de Asturias, 34, Bajo B, 30007 Santiago y Zaraíche, Murcia, España","psicólogos","Murcia",5,110
"MURCIA TERAPIA","murciaterapia@murciaterapia.es","+34 686 90 59 33","https://murciaterapia.es/","C. San Rafael, 3, Bajo C, 30007 Murcia, España","psicólogos","Murcia",5,55
"CENTRO MEDICO SANTA CATALINA.(Murcia) Depilación láser Médico Diodo shr","","+34 697 55 56 30","https://www.santacatalinaplaza.es/","Pl. Sta. Catalina, nº6, 5ºA, 30004 Murcia, España","depilación láser","Murcia",5,96
"Psicólogo Murcia Antonio Viñao, Consulta de psicología en Murcia","","+34 675 13 66 69","http://www.psicologomurcia-antoniovinao.com/","C. González Adalid, Nº13, piso 3º, puerta 6, 30001 Murcia, España","psicólogos","Murcia",5,25
"Elisa Sánchez Psicóloga","elisasanchezpsicologa@gmail.com","+34 600 31 27 32","https://elisasanchezpsicologa.es/","C. González Adalid, 13, 3o, 30001 Murcia, España","psicólogos","Murcia",5,14
"Grupostop Murcia Depilación Láser","hola@grupostop.eu","+34 968 21 64 94","https://grupostop.com/centro/grupostop-murcia/","Pl. de San Bartolome, 2, 30004 Murcia, España","depilación láser","Murcia",4.6,252
"Condiodo Depilación Láser con Diodo","","+34 868 81 29 01","https://condiodo.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb","Carrefour Zaraiche, Av. Miguel de Cervantes, 106, CC Carrefour. Local 13, 30009 Murcia, España","depilación láser","Murcia",4.9,686
"Corpo Derma Depilacion Laser Alejandrita","","+34 968 83 80 32","","P.º Joaquín Garrigues Walker, 4, 30007 Santiago y Zaraíche, Murcia, España","depilación láser","Murcia",4.8,24
"Dra. Nieves Martínez-Hidalgo","psicologa@nievesmhidalgo.com","+34 676 02 27 66","https://nievesmhidalgo.com/","C. Trapería, 6, 1ºB, 30001 Murcia, España","psicólogos","Murcia",4.8,71
"Clara Ortiz - Psicóloga en Murcia","hola@claraortizpsicologa.com","+34 658 67 29 19","https://www.claraortizpsicologa.com/","Gabinete de Psicología Atalayas, C. de Molina de Segura, 5, 3ºB, 30007 Murcia, España","psicólogos","Murcia",4.9,19
"Estetika Laser","estetikalaser@hotmail.com","+34 968 22 23 89","http://www.estetika-laser.es/","C. Arco de Verónicas, s/no bajo, 30004 Murcia, España","depilación láser","Murcia",5,69
"Martbella Laser Clinic","","+34 611 52 26 99","https://martbellalaserclinic.com/","C. Alejandro Seiquer, 5, 30001 Murcia, España","depilación láser","Murcia",4.9,47
"Raquel Sastre Psicóloga","raquel_sastre@hotmail.com","+34 639 12 06 40","http://www.raquelsastrepsicologa.es/","C. Andrés Baquero, 9, 4° B, 30001 Murcia, España","psicólogos","Murcia",5,49
"PAQUI PELLICER DEPILACIÓN LÁSER","info@paquipellicerdepilacionlaser.com","+34 616 60 25 10","http://paquipellicerdepilacionlaser.com/","Cl. Mayor, 192, 30820 Alcantarilla, Murcia, España","depilación láser","Murcia",5,985
"Psicólogos Murcia. Araceli González.","contacto@araceligonzalezpsicologa.com","+34 687 44 20 81","https://www.araceligonzalezpsicologa.com/","C. San Patricio, 10, 3ªD, 30004 Murcia, España","psicólogos","Murcia",5,122
"Proalma Psicología","proalmapsicologia@gmail.com","+34 621 25 66 35","http://www.proalmapsicologia.es/","Calle Serrano Alcázar, 2, 1ºB, 30001 Murcia, España","psicólogos","Murcia",5,101
"Clínica Moreno - Psicólogos","","+34 686 41 41 30","https://www.clinicamoreno.com/","Av. Juan Pablo II, 17, 1C Escalera 1, 30007 Santiago y Zaraíche, Murcia, España","psicólogos","Murcia",4.6,158
"Psicologa Aliety Fernández","alietyrep1971@gmail.com","+34 678 67 94 91","http://www.alietypsicologa.es/","C. Vinader, 9, 3º D, 30004 Murcia, España","psicólogos","Murcia",5,45
"MindUp","info@mindup-psicologos.es","+34 868 24 08 67","https://mindup-psicologos.es/","C. Portillo San Antonio, 6, 30005 Murcia, España","psicólogos","Murcia",5,111
"Tattoo , piercing Laser Murcia , Todo o Nada","info@todoonadatattoo.com","+34 623 40 44 13","http://todoonadatattoo.com/","C. Virgen de la Esperanza, 5, 30008 Murcia, España","tatuajes","Murcia",4.9,638
"Black Jack Tattoo By Jaggo","blackjacktattoomurcia@gmail.com","+34 968 90 98 00","https://linktr.ee/blackjacktattoo","Rda. de Garay, 2, 30003 Murcia, España","tatuajes","Murcia",4.9,442
"Clínica Unitas - Psicología, Psiquiatría y Nutrición","","+34 744 65 32 52","http://www.clinicaunitas.com/","C. Pintor Villacis, 4, Entresuelo 2, 30003 Murcia, España","psicólogos","Murcia",5,57
"Mutants Tattoo Studio","","+34 604 44 00 04","https://www.instagram.com/mutants_tattoostudio/","C. Montijo, 19, 30001 Murcia, España","tatuajes","Murcia",5,453
"Exotic Tattoo","","+34 968 07 77 56","","Pl. Prta Nueva, 2, 30001 Murcia, España","tatuajes","Murcia",4.6,333
"Tattoo StudioT Murcia - Piercings","","","https://www.tatuajesmurcia.com/","C. Mula, 17, 30009 Murcia, España","tatuajes","Murcia",3.9,37
"Centro Psicológico ""Gran Vía""","psicologosgranvia@gmail.com","+34 649 82 83 18","http://www.psicologosgranvia.com/","C. Apóstoles, 10, 3º B, 30001 Murcia, España","psicólogos","Murcia",4.9,68
"Energy Art Tattoo","info@energyartattoo.com","+34 868 95 62 89","https://www.energyartattoo.com/","C. Vara de Rey, 19, 30001 Murcia, España","tatuajes","Murcia",4.9,412
"Amor de Madre Tattoo MURCIA","","+34 695 33 37 80","https://m.facebook.com/profile.php?id=240861579393919","C Sagasta, 37, 30005 Murcia, España","tatuajes","Murcia",4.8,44
"CENTRO ALMA - ANA PEINADO","","+34 633 08 14 24","https://centroalma.anapeinado.es/","P.º Pedáneo José Marín Serna, 25, 30010 Murcia, España","psicólogos","Murcia",5,27
"MADRE SANTA Tattoo Studio Murcia Tatuajes Piercing","reservas@madresanta.tattoo","+34 647 25 27 13","http://madresanta.tattoo/","Av. Don Juan de Borbon, 12, 30007 Murcia, España","tatuajes","Murcia",4.9,119
"Aranda-Séiquer","","+34 968 06 09 02","https://www.arandaseiquer.es/","Gran Vía del Escultor Francisco Salzillo, n°6, Piso 2°D, 30004 Murcia, España","psicólogos","Murcia",5,70
"Maribel Sánchez. Psicóloga y psicoanalista","","+34 637 71 18 77","http://www.mspsicologamurcia.es/","C. González Adalid, 13, 1º Izq., Puerta 1, 30001 Murcia, España","psicólogos","Murcia",4.5,41
"Psiro: Centro de Psicología","","+34 644 54 70 07","http://psiro.es/","C. de Molina de Segura, 5, bloque 3, 3ºb, 30007 Murcia, España","psicólogos","Murcia",5,3
"PSICÓLOGO ARMANDO GALIÁN","","+34 661 23 52 80","http://www.psicologiagalian.com/","Junto Hotel Rincón de Pepe, C. Apóstoles, 26, Entresuelo A, 30001 Murcia, España","psicólogos","Murcia",5,11
"Losie Tattoo Murcia","losietattooart@gmail.com","+34 681 95 18 57","https://losietattoo.com/","C. Miguel Hernández, 2, 30011 Murcia, España","tatuajes","Murcia",5,225
"Dr. José Miguel Rubio Pérez, Dietista-Nutricionista","soporte@doctoralia.com","+34 644 60 49 90","https://www.doctoralia.es/jose-miguel-rubio-perez/dietista-nutricionista/murcia?utm_source=google&utm_medium=gmb&utm_campaign=122394&utm_content=website","C. San Patricio, 10, 2ª Planta, nº 4, 30004 Murcia, España","nutricionistas","Murcia",4.9,95
"Tatuajes Murcia - JhayP tattoo & piercing","juan31mm@gmail.com","+34 624 54 24 65","https://tatuajesmurcia.es/","Av. de la Flota, 30007 Murcia, España","tatuajes","Murcia",4.8,65
"Alma 13 Tattoo","","+34 649 38 02 08","","C. de la Palmera, 1, Local 2, 30009 Murcia, España","tatuajes","Murcia",5,49
"13 Lágrimas tattoo","","+34 611 77 06 51","","C. Andorra de Teruel, 4, 30002 Murcia, España","tatuajes","Murcia",4.9,149
"True Love tattoo piercing","","+34 619 49 00 56","","C. González Adalid, 30001 Murcia, España","tatuajes","Murcia",4.7,129
"Stick Tattoo Studio","","+34 637 14 60 44","","C/ Esmeralda 1, C. Virgen de la Soledad, 3, 30007 Murcia, España","tatuajes","Murcia",4.9,95
"NuMurcia Atalayas | Dietistas y Nutricionistas en Murcia","","+34 613 05 24 27","https://numurcia.com/","C. de Molina de Segura, 5, 30007 Puente Tocinos, Murcia, España","nutricionistas","Murcia",5,336
"Paco Cachadas Tattoo Academy - Estudio y Academia de Tatuajes","","+34 672 91 54 24","https://www.pacocachadas.com/","C. Torre de Romo, 34, 30002 Murcia, España","tatuajes","Murcia",5,340
"Tatuajes Cuervo Murcia","info@tatuajescuervo.es","+34 620 72 38 19","http://www.discoverinmurcia.com/item/tatuajes-cuervo-murcia-tattoo-piercing","C. Galileo, 2, 30008 Murcia, España","tatuajes","Murcia",4.7,72
"Slave Tattoo","","+34 676 19 14 22","","C. Reina Doña Violante, 5, 30007 Murcia, España","tatuajes","Murcia",4.9,55
"Tanta Tinta Tattoo","","+34 603 43 62 26","https://www.instagram.com/tantatinta.murcia","C. Federico Servet, 1, 30151 Murcia, España","tatuajes","Murcia",4.8,108
"Jacobo Tattoo","","+34 625 72 32 88","","C. Antonio Puig, 4, 30001 Murcia, España","tatuajes","Murcia",4.7,113
"LÁSER MURCIA","infolasermurcia@gmail.com","+34 614 35 40 53","https://sites.google.com/view/laser-murcia/inicio","Exotic Tattoo, Pl. Prta Nueva, 2, 30001 Murcia, España","tatuajes","Murcia",5,95
"María García Nutricionista","","+34 667 90 95 60","http://mariagarcianutricionista.es/","C. Vista Alegre, 23, 30007 Murcia, España","nutricionistas","Murcia",4.9,53
"Dra. Martínez Bautista Centro Médico de Nutrición y Obesidad, Nutricionista en Murcia","doctoramartinezbautista@yahoo.es","+34 968 22 14 40","https://www.doctoramartinezbautista.es/","Av. General Primo de Rivera, 1, 30008 Murcia, España","nutricionistas","Murcia",4.8,20
"Ana Isabel Gabaldón Dietista-Nutricionista Murcia","","+34 676 13 87 50","https://www.facebook.com/anabelnutricion/?ti=as","C. Infanta Cristina, 17, 30007 Murcia, España","nutricionistas","Murcia",5,16
"Arias Abellán Nutrición","","+34 633 72 73 01","http://comeyentrena.com/","Calle Nueva de San Antón, Ronda Norte, 29, 2b, 30009 Murcia, España","nutricionistas","Murcia",5,265
"ACC Legal Abogados | Despacho de Abogados en Murcia","info@acclegal.es","+34 675 96 24 29","https://www.acclegal.es/","C. Platería, 35, 2º D, 30001 Murcia, España","abogados","Murcia",4.9,83
"Nutrición con Raíz - NUTRICIONISTAS MURCIA","","+34 624 22 02 57","https://consultorio.me/pro/cita-con-raiz","Ctra. de Churra, 96, 30007 Murcia, España","nutricionistas","Murcia",5,106
